종목	코드	현재가	시가총액	PER	E_PER	PBR	ROE	배당수익률
디케이락	105740	7710	653	7.53		0.70	9.57	2.59
메타랩스	090370	1210	646			1.12	-40.07	
원익QnC	074600	15850	4,075	156.57	16.00	1.91	11.06	
비덴트	121800	6680	2,318			0.93	-3.01	
에코캡	128540	2320	348			0.49	1.60	
비에이치아이	083650	1890	488			0.68	-19.22	
DSR제강	069730	3890	657	8.49		0.46	4.86	0.88
우림기계	101170	2750	376			0.42	-0.76	
휴젤	145020	399700	17,232	41.92	37.00	2.38	6.31	
후성	093370	8450	7,881	97.82		3.71	3.85	0.18
이수앱지스	086890	6720	1,781			3.23	-31.01	
JW홀딩스	096760	5680	3,701			2.65	-20.18	1.57
오이솔루션	138080	41000	4,361	8.84	12.00	3.13	23.63	0.97
강원	114190	2500	454			2.06	-94.77	
NEW	160550	3845	1,086			0.98	2.15	
디이엔티	079810	4570	588			3.12	-39.95	
우진	105840	3545	715			0.62	-10.49	2.83
덕신하우징	090410	1400	631	38.92		0.76	2.05	
이엔플러스	074610	5410	2,036			4.26	-87.65	
코이즈	121850	1460	227	21.38		1.21	-0.21	
피제이메탈	128660	2040	520	24.65		1.28	5.19	4.77
CSA 코스믹	083660	4170	1,546			4.99	-38.05	
아이에스이커머스	069920	4070	1,038			2.00		
씨큐브	101240	7270	760	12.80		1.24	11.40	2.27
세화아이엠씨	145210	2990	1,264			2.80	-22.79	
풍강	093380	2775	278	36.49		0.44	1.81	2.13
메디톡스	086900	171200	10341	155.16	30.00	3.94	12.04	0.45
SK이노베이션	096770	106000	102,174		-8.00	0.60	-7.91	2.71
엔에스쇼핑	138250	11300	3,605		36.00	0.82	2.33	1.40
KPX생명과학	114450	6400	951	79.25		1.58	2.00	
이큐셀	160600	310	93			0.54	-147.00	
가비아	079940	15900	2,254	21.08		2.96	15.73	0.24
하이소닉	106080	3330	492			4.41	771.92	
아모레퍼시픽	090430	168500	98,210	62.02	46.00	2.56	5.46	0.60
플랜티넷	075130	5130	456	19.28		0.59	3.53	4.91
케이탑리츠	145270	774	358					
에스디시스템	121890	739	67			0.86	-81.49	
대성산업	128820	3035	1,373			0.25	-14.15	
크리스탈	083790	12100	5,232			3.47	-22.54	
현대백화점	069960	65600	15,563	9.98	10.00	0.35	3.70	1.50
모베이스	101330	3310	806	1.75		0.30	18.68	
한컴MDS	086960	12500	1,095	13.48		0.91	8.21	
엔지브이아이	093510		43					
엘디티	096870	2860	187			1.89	-13.22	
에이씨티	138360	4480	1,047			2.82	-0.17	
지스마트글로벌	114570	620	70			0.15	-102.75	
싸이맥스	160980	13850	1,475	20.36		1.30	4.12	1.85
인베니아	079950	1885	436	37.60		0.92	2.57	
이엔드디	101360		734					
하이텍팜	106190	10050	712			0.73	-4.18	0.50
비에이치	090460	17900	5,880	10.02	8.00	1.82	22.90	
덴티움	145720	43450	4,815	32.56	14.00	1.81	15.85	
새론오토모티브	075180	3620	685			0.32	-3.82	3.92
제노레이	122310	10400	1,484	10.09		2.44	22.68	1.33
한미약품	128940	241000	28,660	61.10	59.00	3.92	6.56	0.20
아바코	083930	8350	1,342	6.85		0.87	15.70	3.58
엑스큐어	070300	7210	533	41.31		2.28	5.68	
쇼박스	086980	2790	1,750	53.75		1.24	2.32	1.79
매커스	093520	3675	590	11.97		0.86	9.11	2.74
코오롱플라스틱	138490	3545	1,362	25.07		0.69	2.75	1.95
한진중공업	097230	5660	4,747	1.10		1.94	-132.20	
애경유화	161000	6830	2,224	7.29		0.60	8.62	5.04
우노앤컴퍼니	114630	3300	448			0.65	-0.72	3.03
동양이엔피	079960	13700	1,061	4.44		0.47	11.69	2.22
제이스텍	090470	10200	1,482	94.86		1.13	1.21	0.49
파인테크닉스	106240	4100	1,754	124.09		3.00	15.38	
아이엠	101390	823	347			1.06	-50.93	
세진중공업	075580	3400	1,314	55.24		0.83	2.58	0.58
삼양사	145990	47550	4,883	14.92		0.43	3.07	2.11
대한제강	084010	7020	1,831	6.42		0.36	8.78	2.69
삼기오토모티브	122350	1840	649	34.81		0.50	1.49	
인터지스	129260	1690	509			0.27	-14.20	
한솔인티큐브	070590	3880	534	9.71		1.71	-3.64	
펩트론	087010	17950	2,782			9.90	-53.89	
다믈멀티미디어	093640	2930	318	55.57		1.50	3.62	
비즈니스온	138580	14250	1,341	34.78		4.05	18.38	2.03
엠씨넥스	097520	33650	6,091	6.69	8.00	2.53	29.45	1.47
한국타이어앤테크놀로지	161390	23250	29,916	7.60	9.00	0.41	4.53	2.28
투비소프트	079970	1995	633			1.13	-37.84	
휴림로봇	090710	872	727			2.53	-34.70	
아이원스	114810	5860	781			0.60		
디지탈옵틱	106520	617	560			0.96	-6.83	
동국알앤에스	075970	2285	428	15.92		0.57	2.99	3.44
엔시트론	101400	375	519			3.23	-90.47	
마이크로프랜드	147760	4545	489			1.19	-10.64	
KMH	122450	6800	1,553	10.25		0.71	7.13	1.02
GH신소재	130500	3840	431	19.22		1.01	5.42	
휴온스글로벌	084110	33750	3,789	14.18		0.99	7.20	1.15
모바일어플라이언스	087260	3540	1,104			3.91	-8.98	
용평리조트	070960	4740	2,320			0.59	-3.41	
서원인텍	093920	7110	1,455	9.29		0.90	7.97	3.84
대주이엔티	114920		52					
나이벡	138610	10800	1,074			3.92	-14.36	
에스맥	097780	1480	3,835			1.41	-6.43	
휴비스	079980	6790	2,525	116.19		0.61	-0.07	2.05
THE MIDONG	161570	2150	305			1.02	-10.73	
아이엠이연이	090740	5390	1,011	13.41		1.01	9.34	0.94
미원홀딩스	107590	44300	1,028	6.72		0.70	11.03	0.90
에스앤에스텍	101490	30350	6,078	50.57		6.44	16.20	0.16
웰크론한텍	076080	1795	365			0.56	-2.99	
제룡산업	147830	4855	488	22.83		0.87	4.54	2.05
예스티	122640	8380	1,185			2.02	-54.58	
나이스디앤비	130580	10600	1,625	15.38		2.98	20.41	1.66
한국금융지주	071050	48650	27,584	3.61	6.00	0.58	9.38	5.86
픽셀플러스	087600	3360	276			0.30	-7.54	
수성	084180	1390	203			1.13	-33.09	
동운아나텍	094170	5650	873	9.72		2.87	29.12	0.90
휴맥스	115160	3260	797	4.07		0.19	5.04	
	094190							
한중엔시에스	107640		140					
엘아이에스	138690	8060	1,297	21.40		2.55	-5.42	
윈팩	097800	1815	669	7.07		1.42	22.07	
관악산업	076340		243					
에스엔유	080000	3375	1,152	14.91		0.99	6.92	
필옵틱스	161580	11350	2,250			3.35	24.69	
이지웰	090850	12800	1,480	23.83		3.40	15.55	0.68
해태제과식품	101530	8080	2,329			0.87	-13.11	1.88
비디아이	148140	16700	1,758			4.58	-0.31	
한전산업	130660	3395	1,108	6.40		1.29	21.46	6.68
서진오토모티브	122690	1705	328			0.38	-16.33	
유진테크	084370	21850	4,927	144.30	35.00	2.03	5.90	1.07
하이스틸	071090	16650	351	37.50		0.28	0.03	0.57
에스모 머티리얼즈	087730	2095	207			7.44		
큐리언트	115180	24300	2,044			13.27	65.60	
효성ITX	094280	20400	2,283	22.68		4.60	21.77	2.53
BNK금융지주	138930	4680	15,547	2.77	3.00	0.19	5.64	7.55
톱텍	108230	26000	10000	265.66		2.74	1.09	0.38
효성오앤비	097870	6360	543	29.18		0.82	3.01	
한국콜마	161890	42600	10125	36.88	20.00	2.12	10.38	0.75
이상네트웍스	080010	6930	626	10.12		0.66	10.48	1.44
해성옵틱스	076610	1540	524			0.84	-20.71	
유비온	084440		93					
세원셀론텍	091090	3005	1,863			1.04	-3.31	
코리아에스이	101670	1085	203			0.63	-2.17	
세경하이테크	148150	30700	3,510	14.99		2.54	21.25	0.83
티피씨글로벌	130740	2025	209			0.36	-3.81	0.99
와이지엔터테인먼트	122870	31400	5,707		67.00	1.68	2.51	
루켄테크놀러지스	162120		86					
인피니트헬스케어	071200	7600	1,827	27.24		2.12	8.95	
인포바인	115310	19300	623	6.92		0.50	11.00	4.61
동아엘텍	088130	7010	760	6.57		0.46	7.40	2.10
칩스앤미디어	094360	10350	993	24.29		3.21	15.84	1.13
데일리블록체인	139050	681	376			1.71	-48.27	
덕산하이메탈	077360	7660	1,727	8.26		0.71	5.67	
CJ제일제당	097950	303000	45,087	8.83	8.00	0.89	12.35	1.17
실리콘웍스	108320	37850	6,164	15.99	10.00	1.31	12.08	2.19
모두투어	080160	12450	2,419	134.74	-15.00	1.82	-14.18	0.94
이엠텍	091120	8700	1,423	369.17		0.77	9.05	
랩지노믹스	084650	28100	3,070	293.09		9.31	135.65	
디피코	163430		119					
알엔투테크놀로지	148250	16650	1,277	171.23		4.05	16.73	0.28
한국정밀기계	101680	1905	163			0.29	-2.15	
이리츠코크렙	088260	5570	3,579					
디에이치피코리아	131030	7760	1,295	8.44		1.16	14.41	1.28
아이마켓코리아	122900	10350	3,756	23.38		0.93	4.31	5.74
로체시스템즈	071280	5540	843	70.64		1.26	1.84	
락앤락	115390	11550	6,313	38.58		0.92	2.44	
DGB금융지주	139130	4950	8,474	2.59	3.00	0.18	5.71	8.18
비플라이소프트	148780		63					
마이크로컨텍솔	098120	3850	336	32.36		1.04	2.71	
갤럭시아컴즈	094480	4005	1,502	16.72		1.59	10.04	1.44
대양전기공업	108380	11050	1,081	8.65		0.51	6.19	1.77
제주반도체	080220	3095	959			1.25	-6.63	
S&K폴리텍	091340	6900	795	5.18		0.86	19.00	
동양고속	084670	26100	751	2.86		0.56	26.85	18.11
유니퀘스트	077500	6240	1,700	10.02		0.78	12.68	2.40
동일고무벨트	163560	8930	1,219	14.74		0.63	4.35	1.10
조이맥스	101730	6780	572			7.79	-92.94	
시큐브	131090	1865	880	17.19		2.58	17.58	0.43
와이솔	122990	11500	3,282	9.69	10.00	0.95	9.43	2.15
지역난방공사	071320	40900	4,724		11.00	0.31	2.69	
이원컴포텍	088290	7540	1,287	46.60		6.54	16.80	
아이케이세미콘	149010		173					
우리넷	115440	10000	918	35.51		1.28		0.50
맵스리얼티1	094800	4095	3,825					
로보티즈	108490	13700	1,564	47.12		2.49	4.05	
고영	098460	91600	12,756	43.03	40.00	5.15	12.45	0.59
모다이노칩	080420	2745	2,208	42.62		0.64	1.50	
이마트	139480	108500	30663	14.28	11.00	0.35	3.21	1.82
하나머티리얼즈	166090	19550	3,719	14.14	9.00	2.50	24.54	1.05
아퓨어스	149300		298					
STX엔진	077970	6400	1,496	12.70		0.76	8.88	
이월드	084680	4235	4,352	124.12		1.57	4.67	
텔레필드	091440	4890	462	9.66		1.59	26.08	
인화정공	101930	3580	342			0.26	-6.16	
스카이이앤엠	131100	2235	678			2.44	-22.22	
아이에이네트웍스	123010	1785	641			9.07	-113.42	
위니아딤채	071460	3270	1,164	24.88		1.34	5.92	
한화생명	088350	1610	14,200	14.09	6.00	0.10	1.88	1.84
지트리비앤티	115450	26250	6,871			9.77	-16.34	
일진파워	094820	4795	725	6.15		0.74	12.70	6.24
LG하우시스	108670	61000	5,578	36.52	18.00	0.67	3.83	0.40
에스티오	098660	2100	264	8.05		0.73	9.62	5.69
에스제이케이	080440	498	66			0.50	-82.93	
코아스템	166480	17600	2,774			4.89	-8.62	
텔코웨어	078000	13100	1,286	40.64		0.70	5.32	4.15
모다	149940	155	33			0.30	-159.31	
대상홀딩스	084690	7620	2,741	3.12		0.46	13.07	2.64
상신이디피	091580	9190	1,273	26.45		2.05	8.06	0.50
키네마스터	139670	8980	1,225	105.12		9.00	0.50	
딜리	131180	1515	452	21.39		0.76	3.66	2.60
어보브반도체	102120	9310	1,599	9.76		1.64	15.80	2.18
에이테크솔루션	071670	8300	862	59.86		1.22	2.08	
이녹스	088390	5570	516			0.40	-9.23	
씨유메디칼	115480	2750	602			0.98	-5.95	
엠에스오토텍	123040	5550	2,006	27.77		1.25	13.84	1.28
슈프리마에이치큐	094840	5420	569	7.21		0.34	5.79	
	123260							
인터파크	108790	4610	1,523	91.90		0.98	1.08	3.26
아이센스	099190	24600	3,462	14.00		1.69	12.49	0.79
성창오토텍	080470	7020	516			1.36	-0.58	0.42
내츄럴엔도텍	168330	2525	522			2.48	-49.68	
이베스트투자증권	078020	5000	2,830	5.00		0.50	11.23	6.76
아바텍	149950	7360	1,138	15.71		0.75		1.37
팅크웨어	084730	7140	751	20.40		0.46	2.76	
남화토건	091590	14300	1,714	35.87		1.29	3.81	0.48
서플러스글로벌	140070	2325	864	54.30		0.68	1.28	
롯데하이마트	071840	28550	6,681		9.00	0.35	3.83	3.53
대한과학	131220	5920	445	36.18		1.58	4.55	1.00
해덕파워웨이	102210	1100	811			0.70	-11.32	
진도	088790	2535	317			0.32	-2.67	3.92
케이씨에스	115500	5100	664	23.43		3.21	14.10	3.98
참좋은여행	094850	5590	780	3.75		0.79	25.44	3.05
제닉	123330	4020	280			1.03	-36.20	
셀바스AI	108860	3625	784			2.58	-22.41	
SDN	099220	2520	1,217	25.25		1.51	5.59	
청광건설	140290		54					
오디텍	080520	4460	525	24.56		0.42	1.82	2.24
아이티엠반도체	084850	66100	15,323	30.27	22.00	5.44	25.04	
한국패러랠	168490	2045	1,632					
유비쿼스홀딩스	078070	35700	6,619	94.65		2.92	3.53	0.37
파트론	091700	8830	4,685	7.68	9.00	1.26	14.11	4.05
하이로닉	149980	4845	683	23.52		1.50	7.40	1.16
티에스이	131290	21000	2,218	13.71		1.25	10.33	1.00
동성코퍼레이션	102260	4300	1,889	34.64		0.67	2.00	4.66
캐스텍코리아	071850	2540	419			0.34	-4.63	
씨엔플러스	115530	839	504			3.78	-4.71	
에이스테크	088800	8480	3,474			3.71	-11.08	
코닉글로리	094860	1415	709			6.76	-24.12	
코리아에프티	123410	2550	749	9.24		0.63	4.89	2.23
메지온	140410	180000	15,679			36.61	-46.43	
쎄트렉아이	099320	23450	1,813	21.91		2.77	14.06	0.84
컨버즈	109070	4100	147			1.39	-548.06	
피노텍	150440		391					
코디	080530	2760	605			1.38	-22.58	
TBH글로벌	084870	1615	333			0.40	-53.17	
현대공업	170030	5070	798	20.39		0.76	4.10	1.27
티웨이항공	091810	3675	1,743		-2.00	0.92	-78.03	
국일제지	078130	6060	7,758			14.76		
알서포트	131370	6750	3,606			8.57	14.87	0.29
쌍방울	102280	950	1,318			0.74	-19.68	
하나니켈1호	099340	364	81					
스타플렉스	115570	6750	435			0.67	-10.14	1.19
코아스	071950	1150	359	18.71		1.40	8.97	
동우팜투테이블	088910	3875	993	37.70		0.52		
푸른기술	094940	15850	1,052			3.53	2.17	0.19
선데이토즈	123420	21600	2,416	81.45		1.68	12.41	
옵티시스	109080	7140	405	14.29		0.93	7.73	0.69
대창스틸	140520	2055	445			0.47	-0.74	4.49
인트로메딕	150840	2380	648			4.01	-133.12	
오킨스전자	080580	3900	271	110.71		1.05	0.92	
헬릭스미스	084990	59900	16,354			8.36	-64.98	
파이오링크	170790	14200	967	15.13		2.36	15.59	0.71
나노캠텍	091970	1940	513			0.83	-26.27	
대봉엘에스	078140	9170	1,014	17.70		1.26	7.37	0.55
하나니켈2호	099350	1480	48					
피앤이솔루션	131390	17350	2,520	12.49		2.92	24.01	
맥쿼리인프라	088980	11500	40315					
이연제약	102460	13650	2,281	38.42		1.02	2.68	2.57
엔솔바이오사이언스	140610		646					
이미지스	115610	3430	257			2.16	-51.59	
STX중공업	071970	2340	667			0.49	-22.78	
제이엠티	094970	3050	512	22.17		0.90	1.74	1.63
에스와이	109610	4000	996			0.88	-14.57	
한국유니온제약	080720	17150	992	240.00		1.71	0.71	
파수	150900	4240	425			2.39	-20.79	
이엠넷	123570	3630	808	11.22		1.39	13.02	0.83
위월드	140660		25					
셀트리온헬스케어	091990	91100	139,142	102.57	54.00	7.88	14.46	
동아에스티	170900	87600	7,464	10.53	22.00	1.15	11.58	1.13
엔케이	085310	904	738			0.81	-25.29	
HB테크놀러지	078150	2485	1,959	20.33		1.17	11.96	0.81
액트	131400	7500	1,573			3.21	-3.40	
동방선기	099410	4160	548			1.92	-3.41	
켐트로닉스	089010	13300	1,975	11.68		1.99	18.74	2.21
이엔에프테크놀로지	102710	29900	4,432	9.62		1.67	20.38	0.48
연우	115960	18550	2,294	13.65	14.00	1.09	7.59	0.87
중앙백신	072020	16400	1,643	64.20		1.89	2.16	0.30
이엠코리아	095190	3910	1,439			1.90	-19.80	
디에스케이	109740	7010	1,439	23.10		1.27	5.71	
일진다이아	081000	26950	3,956	30.40		2.21	5.85	1.08
KG ETS	151860	4345	1,582	1.62		0.64	6.09	2.50
태양기계	116100		62					
알에스오토메이션	140670	8730	838	575.62		2.13	0.38	
한국화장품	123690	14800	2,402			6.83	-39.16	
아미코젠	092040	31400	5,935	6,180.00		4.81	0.07	
엘티씨	170920	8840	680	89.50		0.76	0.87	1.11
루트로닉	085370	6040	1,542			1.34	-9.19	
메디포스트	078160	28350	4,443			3.95	-11.85	
테크윙	089030	19750	3,709	33.92	12.00	2.05	15.91	1.20
파인텍	131760	1685	738	573.33		1.17	0.20	
스맥	099440	2085	598			0.54	-17.61	
코오롱생명과학	102940	39450	4,542			4.49	-33.75	
유엔젤	072130	3630	477			1.20	-12.80	
웨이브일렉트로	095270	10300	1,128			9.87	-123.91	
진매트릭스	109820	14100	2,656			17.01	-9.00	
티플랙스	081150	2925	717	32.47		0.73	2.44	0.68
나노스	151910	4250	6,324			15.04	-49.23	
파크시스템스	140860	54000	3,587	42.13	23.00	8.08	30.25	0.22
대성에너지	117580	4780	1,317	10.11		0.43	4.28	5.22
디엔에프	092070	14300	1,544	84.41		1.60	2.47	
미래에셋생명	085620	3320	5,948	6.08		0.23	4.98	5.06
컴투스	078340	107000	14,500	12.96	11.00	1.49	12.93	1.24
램테크놀러지	171010	6770	812	21.94		2.50	11.64	
SJM	123700	2860	453	6.62		0.27	4.23	4.31
넥스턴	089140	8850	1,082	18.79		0.97	5.88	1.10
ITX엠투엠	099520	2310	379			3.80		
테스나	131970	70800	4,966	23.55		3.52	17.50	0.28
웅진에너지	103130	305	64				599.76	
우리산업홀딩스	072470	6050	1,218	645.00		0.94	0.14	0.39
ISC	095340	18650	2,553	58.60		1.48	2.57	0.28
동일금속	109860	10450	732	4.69		0.54	13.31	2.68
에이리츠	140910	6470	246					
성우전자	081580	2015	319			0.31	-5.59	
코리아오토글라스	152330	12950	2,650	8.03		0.73	9.36	6.79
이크레더블	092130	21400	2,638	19.31		4.91	26.81	3.38
라이온켐텍	171120	7990	1,510	14.09		1.35	10.14	1.82
한양디지텍	078350	5270	620			1.83	-36.78	
종근당	185750	97000	10559	19.60	17.00	2.22	12.59	0.88
선익시스템	171090	7210	662	9.27		0.70	8.19	1.36
풍산	103140	20100	5,773	108.99	17.00	0.42	2.40	1.94
메가엠디	133750	4250	997	239.72		1.64	0.72	1.16
알파홀딩스	117670	5180	903			1.28	-21.13	
이지케어텍	099750	19150	1,201			2.75	10.43	0.46
알톤스포츠	123750	2975	361			2.19	-55.55	
제넨바이오	072520	1910	1,717			5.85	-154.82	
애니젠	196300	9250	460			3.31	-36.52	
에이프로젠 H&G	109960	979	1,739			0.83	-3.16	
한국ANKOR유전	152550	1760	1,239					
엔터메이트	206400	1155	937	43.27		2.77	9.26	
하이골드12호	172580	2290	299					
휠라홀딩스	081660	36400	22,083	9.65	10.00	1.68	15.78	0.60
서울바이오시스	092190	13700	5,504	97.96		3.27	10.61	0.26
엠앤씨생명과학	225860		31					
씨앤에스링크	245450		28					
MP한강	219550	779	442			1.35		
에스앤더블류	103230	2010	143			0.38	-6.79	
그린플러스	186230	14050	675	23.89		1.85	8.37	
티로보틱스	117730	8530	491			1.64	-10.37	
화인베스틸	133820	2170	693			0.75	-7.77	
한일진공	123840	592	332			0.33	-25.39	
디오스텍	196450	525	725	11.17		0.92	10.08	
아이쓰리시스템	214430	24450	1,762			2.57	0.26	0.28
자이글	234920	3740	509			0.98	-44.68	
덱스터	206560	5710	1,450			2.30	-13.02	
오파스넷	173130	7300	294			1.66	-49.58	
매일유업	267980	83400	6,487	10.08	9.00	1.60	16.73	0.97
세종메디칼	258830	7520	510	16.09		1.08	7.76	1.33
레이크머티리얼즈	281740	1890	1,252	70.56			6.49	
잇츠한불	226320	14800	3,267			0.64	2.10	0.67
EDGC	245620	14550	5,354			13.58	-23.31	
서남	294630	4300	884			5.67	-64.38	
디티앤씨	187220	6260	704			0.83	-4.49	
센트랄모텍	308170	35700	3,156	46.87		2.72	5.74	
지티지웰니스	219750	3905	477			3.81	-30.05	
제이엘케이	322510	7740	1,184			3.34		
하나금융15호스팩	341160	2025	96			1.35		
파마리서치프로덕트	214450	54100	5,112	32.10	22.00	2.43	10.81	0.56
디에이테크놀로지	196490	1380	795			1.20	-29.14	
에프엔씨엔터	173940	5640	806			1.17	0.28	
바디텍메드	206640	21800	5,095	44.93		6.62	16.78	0.23
메드팩토	235980	67900	6,988			18.57	-32.46	
미원에스씨	268280	76800	3,952	10.28		1.62		2.19
엠플러스	259630	22750	1,173	111.58		3.10		
신테카바이오	226330	10500	1,436			3.11	-96.19	
케이씨텍	281820	21850	4,236	11.49		1.47	13.52	0.94
테크엔	308700		60					
에스엘에스바이오	246250		525					
이앤에치	341310		832					
미코바이오메드	214610		1,846					
HDC현대산업개발	294870	23300	15,587	2.78	4.00	0.59	13.59	1.85
신화콘텍	187270	2620	266			0.52	-3.96	
씨알푸드	236030		314					
퓨쳐켐	220100	11200	668			7.80	-38.87	
DB금융스팩7호	322780	2020	92	251.88		1.07		
티티씨디펜스	309900		195					
	220110							
웹스	196700	1640	225			0.58	-0.58	
유바이오로직스	206650	7160	1,917	28.37		4.69	8.51	
장원테크	174880	1855	733			0.86	-7.53	
셀리버리	268600	87000	6,909			24.28	-62.27	
알리코제약	260660	13300	1,296	11.67		1.76	15.10	1.51
BGF리테일	282330	157000	27,136	19.05	18.00	4.61	22.51	1.72
본느	226340	2905	892	17.29		2.63	17.13	
케이비제20호스팩	342550	1995	129			1.70		
TS인베스트먼트	246690	2605	617	13.08		1.83		0.95
디알텍	214680	1770	896	55.00		2.25	2.75	
씨에스베어링	297090	9000	854					
볼빅	206950		186					
이베스트이안스팩1호	323210	2015	64	2,015.00		1.05		
시그넷이브이	260870		476					
제노포커스	187420	5400	1,212			2.35	-10.25	
슈프리마	236200	38050	2,701	9.25		1.87	21.18	
삼성머스트스팩3호	309930	2090	96	95.00		1.15	1.22	
핸디소프트	220180	3380	664			1.19	-26.36	
디지캡	197140	3405	252			0.88		2.06
시스웍	269620	2350	423	23.04		1.09	5.25	1.70
앱클론	174900	44700	3,172			10.03	9.49	
동아타이어	282690	10750	1,476	5.98		0.41		4.65
신영스팩6호	344050	2005	87					
에이펙스인텍	207490		274					
	197210							
아이엠텍	226350	214	93			0.47	-28.32	
티앤알바이오팹	246710	13050	1,067			4.57	-22.72	
메디젠휴먼케어	236340		249					
뉴지랩	214870	14750	4,054			5.70	-5.44	
카이노스메드	220250		2,841					
알로이스	297570	2230	386			2.33	-34.19	
신한제5호스팩	323230	2020	87			1.03		
이십일스토어	270020		80					
씨티케이코스메틱스	260930	14550	1,447	18.69		0.80	4.57	2.10
나노	187790	1605	413	53.33		0.79	0.95	
애니플러스	310200	1520	422				-33.34	
케이씨씨글라스	344820	28950	2,451					
코윈테크	282880	25750	2,503	12.64	12.00	2.42	19.02	1.71
미스터블루	207760	8270	2,025	15.16		4.59	31.58	0.30
	900040							
인포마크	175140	5190	198			1.72	-63.98	
고려시멘트	198440	3405	1,146	33.82		1.30	3.88	0.42
에스알바이오텍	270210		72					
에스앤디	260970		251					
에스티팜	237690	35950	6,642			2.21	-1.84	
이엑스티	226360	3025	881			2.14	-12.17	
아스타	246720	4410	505			3.72	-48.28	
골프존	215000	71500	4,568	28.17		2.28	14.32	2.82
휴럼	284420		328					
효성화학	298000	115500	3,669	4.18	7.00	0.80	11.67	4.35
켐트로스	220260	2935	804	277.73		1.81	0.70	
엔에이치스팩13호	310840	2020	69	119.41		1.06	0.91	
신영스팩5호	323280	2010	70			1.01		
디바이스이엔지	187870	16900	1,172	15.96		1.65	7.48	
데이터스트림즈	199150		138					
비엔디생활건강	215050		51					
글로벌에스엠	900070	721	387	23.23		0.47	2.07	
TS트릴리온	284610		1,213					
삼성바이오로직스	207940	632000	424,118	145.48		9.66	5.66	
다원넥스뷰	323350		168					
아이큐어	175250	27850	1,828			1.84	-9.60	
하나금융9호스팩	261200	2030	86	135.33		1.04	0.77	
피앤씨테크	237750	5030	341	9.48		0.56	4.74	
오스테오닉	226400	3570	296	59.24		1.02	1.74	
지엔원에너지	270520	1620	476	16.53			17.41	
이노테라피	246960	8920	474			3.35	-32.43	
바이오프로테크	199290		96					
효성티앤씨	298020	138000	5,929	6.37	5.00	1.21	21.43	1.46
해마로푸드서비스	220630	2870	2,735	12.73		2.92	27.60	1.77
한국제8호스팩	310870	2035	70	107.11		1.09	0.99	
인텔리안테크	189300	23300	1,762	50.65		2.07	10.05	0.43
에스앤씨엔진그룹	900080	197	244	2.10		0.05	4.13	
에브리봇	270660		99					
이디티	215090	1105	292			1.43	-33.18	
하나금융11호스팩	284620	3440	186	230.00		1.88	0.81	
정다운	208140	2365	486	55.00		0.98	1.79	
툴젠	199800		2,601					
엘에이티	311060		89					
케이비제18호스팩	323940	2010	158	201.50		1.03		
JB금융지주	175330	4565	9,150	2.68	3.00	0.26	8.85	6.46
씨이랩	189330		447					
플레이디	237820	15900	2,078	22.19		3.62	17.67	1.36
디케이앤디	263020	5140	398	14.05		0.77	5.68	
에코프로비엠	247540	113500	24,759	67.68	64.00	6.56	9.92	0.13
한송네오텍	226440	1170	477	131.11		2.38	1.95	
효성중공업	298040	15500	1,473	11.21		0.16	-4.50	
자안	221610	538	742	75.00		2.06	2.67	
뉴트리	270870	32150	2,781	20.65		4.63	26.48	0.49
뉴프라이드	900100	717	742			0.97	-29.12	
코셋	189350		52					
로보로보	215100	6110	1,095	100.82		4.33	4.38	0.21
쿠쿠홈시스	284740	37600	8,650	13.34		1.99	23.61	1.45
콜마비앤에이치	200130	33450	11,094	18.63	16.00	4.20	24.19	0.67
	189540							
유투바이오	221800		266					
키움제5호스팩	311270	2035	73	169.58		1.03	0.60	
에이치엔티	176440	1920	1,646			2.70	-3.48	
메탈라이프	327260	19000	694	42.60		2.56	6.17	
파멥신	208340	35150	2,478			3.66		
유틸렉스	263050	63600	4,733			7.41	-18.86	
샘표식품	248170	44750	2,049	6.65		1.24	18.57	0.45
클리오	237880	21550	3,790	127.75	24.00	2.53	10.56	1.00
효성첨단소재	298050	84100	3,781		12.00	1.17	8.98	
올릭스	226950	39900	2,638			6.28	-29.67	
오리온	271560	140500	53,374	22.49	19.00	3.16	15.80	0.44
이스트아시아홀딩스	900110	230	251	7.93		0.12	1.81	
펨토바이오메드	327610		812					
듀켐바이오	176750		462					
메가스터디교육	215200	37700	4,504	10.95		1.87	20.94	2.89
SK케미칼	285130	93700	10837	114.37	7.00	1.70	21.13	0.49
텔콘RF제약	200230	4735	4,064			3.56	-39.28	
포시에스	189690	7120	548	13.73		1.01	3.79	1.37
네오크레마	311390	7960	584	48.78		1.54		
비엔에프코퍼레이션	271780		51					
하이즈항공	221840	3880	693	18.82		0.85	4.89	1.56
지란지교시큐리티	208350	6100	481	19.47		1.20	6.25	
케어룸의료산업	327970		130					
샘코	263540	2015	165			1.83	-132.08	
일동제약	249420	13500	3,190			1.27	-5.08	0.00
앤디포스	238090	3875	1,937			1.72	-0.64	
디자인	227100	7700	203			1.74	-24.30	
에이비엘바이오	298380	18400	8,463			6.28	-25.61	
래몽래인	200350		272					
씨케이에이치	900120	251	278			0.07	-14.55	
다이오진	271850		91					
베셀	177350	2880	324			1.45	-44.15	
우리산업	215360	19450	1,826	24.94		1.60	8.80	0.60
노바텍	285490	20550	1,018	19.84		3.53	16.42	1.19
서전기전	189860	3430	333	32.67		0.91	3.58	0.88
천랩	311690	36950	1,434			4.57	-20.88	
