종목명	현재가	전일비	등락률	액면가	시가총액	배당금	PER	ROE	PBR	유보율	배당율
골드퍼시픽	2,195	35	-1.57%	500	780	0	-2.00	-151.91	3.49	26.7	0.0
지엔씨에너지	4,755	20	-0.42%	500	775	50	17.35	8.65	0.94	895.6	0.010515247108307046
셀바스AI	3,510	100	+2.93%	500	774	N/A	-10.93	-22.41	2.54	-41.8	
한독크린텍	19,250	1,050	+5.77%	500	774	200	14.21	20.38	2.01	1,543.3	0.01038961038961039
태양	9,000	240	+2.74%	500	774	150	7.64	4.75	0.44	3,687.4	0.016666666666666666
엔텔스	11,200	600	+5.66%	500	773	N/A	37.97	4.91	1.79	1,165.8	
엔에스	7,840	10	-0.13%	500	768	80	16.58	14.50	2.38	557.6	0.01020408163265306
코닉글로리	1,510	55	+3.78%	100	765	N/A	-20.68	-24.12	7.31	81.2	
모베이스전자	1,470	30	+2.08%	500	764	N/A	-4.11	-8.51	0.50	734.5	
디케이디앤아이	3,475	175	+5.30%	500	764	N/A	19.52	7.75	1.28	588.3	
라닉스	8,090	310	+3.98%	500	763	N/A	-505.62	-1.19	4.40	267.8	
서울옥션	4,510	110	+2.50%	500	763	N/A	-11.42	-9.25	1.04	773.1	
신성델타테크	3,155	75	+2.44%	500	763	80	29.49	4.80	0.59	990.5	0.025356576862123614
플리토	14,700	400	+2.80%	500	762	N/A	-10.84	-125.49	3.25	840.1	
유라테크	6,610	10	+0.15%	500	761	100	16.12	2.15	0.70	1,727.2	0.015128593040847202
인지디스플레	1,735	15	+0.87%	500	761	75	15.92	2.70	0.44	661.7	0.043227665706051875
THE E&M	612	4	+0.66%	100	761	0	-21.86	-8.82	1.03	482.6	0.0
현대공업	4,940	20	+0.41%	500	758	66	19.37	4.10	0.72	1,280.5	0.013360323886639677
동아엘텍	7,100	0	0.00%	500	757	150	6.54	7.40	0.46	2,845.5	0.02112676056338028
에이스토리	8,110	30	+0.37%	500	756	N/A	-56.71	-4.61	1.94	719.2	
케이피엠테크	736	39	+5.60%	100	754	0	-2.51	-28.53	0.70	1,041.5	0.0
아이오케이	1,485	0	0.00%	500	754	N/A	-17.89	-9.07	0.78	386.3	
링크제니시스	7,520	280	+3.87%	100	752	N/A	501.33	2.26	2.51	3,050.8	
에이치시티	10,850	300	+2.84%	500	752	34	11.58	12.94	1.45	1,360.1	0.0031336405529953917
라이브플렉스	903	48	+5.61%	500	750	N/A	-5.86	-21.76	1.31	33.4	
나라엠앤디	5,280	400	+8.20%	500	750	60	27.79	1.37	0.91	1,041.9	0.011363636363636364
동일금속	10,700	50	+0.47%	500	749	280	6.31	13.31	0.56	3,579.0	0.026168224299065422
국순당	4,185	75	-1.76%	500	747	100	-19.38	-2.47	0.34	2,198.0	0.023894862604540025
대림제지	1,660	40	+2.47%	100	747	0	29.64	1.64	0.49	2,483.5	0.0
뉴프라이드	717	0	0.00%	0	742	0	-4.07	-29.12	0.97	20,566.9	0.0
NHN벅스	4,990	155	+3.21%	500	740	N/A	20.37	6.90	0.95	1,016.0	
팅크웨어	7,090	310	+4.57%	500	739	N/A	20.08	2.76	0.45	3,020.7	
엠젠플러스	4,075	0	0.00%	500	739	N/A	-3.63	-90.56	3.09	233.5	
화진	3,060	0	0.00%	500	736	0	-0.32	-104.38	1.21	38.2	0.0
모아텍	5,130	20	-0.39%	500	735	N/A	-96.79	1.13	0.63	1,237.1	
베뉴지	1,525	55	+3.74%	500	735	30	14.25	1.41	0.24	794.5	0.019672131147540985
엘앤케이바이오	6,000	550	+10.09%	500	732	0	-7.37	-32.31	2.51	443.7	0.0
아이앤씨	4,165	190	+4.78%	500	731	100	22.76	11.21	1.30	560.0	0.024009603841536616
위세아이텍	16,600	1,050	+6.75%	500	731	50	21.17	27.29	3.28	544.5	0.0030120481927710845
서울제약	8,610	150	+1.77%	500	731	15	307.50	0.47	1.45	1,091.7	0.0017421602787456446
KB오토시스	6,350	50	+0.79%	500	730	230	7.98	10.84	0.71	1,707.2	0.03622047244094488
한국가구	4,855	265	+5.77%	100	728	115	11.99	5.97	0.70	5,353.4	0.02368692070030896
코리아에프티	2,610	80	+3.16%	100	727	60	8.97	4.89	0.61	4,525.4	0.022988505747126436
나인테크	2,100	0	0.00%	100	727	0	16.03	71.24	11.18	594.2	0.0
솔트웍스	5,260	130	+2.53%	100	727	0	-6.49	-71.91	6.60	674.1	0.0
체리부로	2,605	25	+0.97%	500	726	N/A	-2.42	-21.23	0.93	389.1	
바이온	1,225	65	+5.60%	500	725	0	-3.09	-52.99	1.91	31.9	0.0
오르비텍	3,045	10	+0.33%	500	724	N/A	-40.60	1.47	1.07	488.7	
케이엠제약	3,385	5	-0.15%	100	724	N/A	-116.72	-3.76	2.94	1,067.2	
대유에이피	6,650	110	+1.68%	500	724	200	9.34	N/A	1.60	750.3	0.03007518796992481
장원테크	1,835	10	-0.54%	100	723	0	-11.33	-7.53	0.85	2,012.2	0.0
일진파워	4,790	25	+0.52%	500	722	300	6.13	12.70	0.73	1,196.0	0.06263048016701461
아이텍	6,620	90	+1.38%	500	720	N/A	-5.97	-18.93	1.25	951.4	
하이텍팜	10,150	50	+0.50%	500	720	50	-15.17	-4.18	0.73	2,681.4	0.0049261083743842365
시그네틱스	839	24	+2.94%	500	719	N/A	-3.60	-13.91	0.52	212.7	
바이오빌	1,635	0	0.00%	500	719	N/A	-2.17	-111.07	8.06	-55.8	
자안	508	20	+4.10%	100	718	0	-42.33	2.67	2.08	1,197.5	0.0
신화인터텍	2,460	40	+1.65%	500	717	50	28.28	10.31	0.75	576.6	0.02032520325203252
팬젠	7,430	180	+2.48%	500	716	N/A	-8.42	-39.40	4.16	278.0	
삼진엘앤디	2,870	180	+6.69%	500	716	75	114.80	0.63	0.74	660.0	0.02613240418118467
한국선재	2,920	90	+3.18%	500	716	N/A	27.55	2.95	0.77	638.5	
디엔에이링크	5,440	190	-3.37%	500	714	0	-4.98	-89.64	6.06	43.3	0.0
파인텍	1,660	35	+2.15%	500	713	N/A	-237.14	0.20	1.16	201.1	
엔브이에이치코리아	2,405	15	-0.62%	500	712	50	-5.25	7.06	0.52	803.1	0.02079002079002079
티라유텍	13,050	250	+1.95%	100	709	N/A	20.62	14.72	3.74	5,312.7	
세원	3,025	125	+4.31%	100	707	0	45.15	N/A	1.83	1,517.2	0.0
그린플러스	14,650	300	+2.09%	500	707	N/A	25.00	8.37	1.94	1,346.0	
삼보모터스	4,210	5	+0.12%	500	707	N/A	-4.61	-7.41	0.33	2,467.1	
케이피에프	4,045	105	+2.66%	500	706	160	9.03	4.91	0.41	1,822.5	0.03955500618046971
글로본	2,425	0	0.00%	500	705	N/A	-7.65	-38.25	3.66	42.5	
에스트래픽	5,910	20	-0.34%	500	705	N/A	-6.99	-26.33	2.69	444.9	
한국맥널티	7,080	700	+10.97%	500	704	0	-66.79	-3.84	2.56	523.0	0.0
리더스코스메틱	3,865	30	+0.78%	500	703	N/A	-1.27	-105.20	2.33	47.3	
휴림로봇	846	24	+2.92%	200	703	0	-5.25	-34.70	2.63	70.1	0.0
하이즈항공	3,965	35	+0.89%	500	702	61	29.59	4.89	0.86	833.7	0.015384615384615385
디스플레이텍	3,745	55	+1.49%	500	700	100	12.96	3.61	0.42	1,595.6	0.0267022696929239
엔지스테크널러지	6,940	1,020	+17.23%	500	697	N/A	-7.63	N/A	7.06	85.3	
예선테크	2,105	10	+0.48%	100	695	N/A	-22.16	-11.74	1.84	999.9	
퓨쳐켐	11,950	150	+1.27%	500	695	N/A	-9.18	-38.87	8.10	283.5	
코프라	3,280	20	-0.61%	500	693	70	7.37	8.50	0.61	926.1	0.021341463414634148
제이티	6,710	310	+4.84%	500	692	N/A	14.78	N/A	2.31	494.3	
디티앤씨	6,310	200	+3.27%	500	691	N/A	-18.29	-4.49	0.82	1,438.9	
예림당	3,000	100	+3.45%	500	691	N/A	-4.24	-7.39	0.32	1,750.2	
노랑풍선	14,500	600	+4.32%	500	691	200	-64.44	-3.44	1.22	2,259.0	0.013793103448275862
아이즈비전	4,375	455	+11.61%	500	690	N/A	208.33	-1.12	0.72	1,017.8	
에스에너지	5,140	255	+5.22%	500	687	50	-24.83	-7.92	0.64	1,158.0	0.009727626459143969
한빛소프트	2,770	5	-0.18%	500	686	N/A	54.31	17.52	4.61	42.4	
메탈라이프	19,050	250	+1.33%	500	685	0	42.05	6.17	2.53	1,377.7	0.0
판타지오	940	25	-2.59%	500	683	0	-4.31	-50.53	2.81	-25.2	0.0
디오스텍	483	5	+1.05%	200	681	0	-34.50	10.08	0.91	152.9	0.0
유니트론텍	5,990	60	+1.01%	500	679	100	11.72	7.26	1.37	757.7	0.01669449081803005
코메론	7,490	20	+0.27%	500	678	200	5.01	10.64	0.44	3,089.9	0.0267022696929239
한라IMS	5,750	10	-0.17%	500	675	100	22.12	5.54	0.80	1,350.1	0.017391304347826087
대륙제관	4,245	140	+3.41%	500	675	100	11.14	5.10	0.63	1,246.9	0.023557126030624265
린드먼아시아	5,000	5	+0.10%	500	675	89	15.97	9.73	1.49	571.2	0.0178
씨앤지하이테크	8,030	50	+0.63%	500	675	150	4.98	19.05	1.02	1,446.3	0.0186799501867995
포스링크	1,460	0	0.00%	500	674	N/A	-2.93	-113.04	10.86	-0.7	
하이로닉	4,780	10	-0.21%	100	674	56	24.02	7.40	1.46	3,691.3	0.011715481171548118
진양제약	5,610	80	+1.45%	500	673	100	93.50	3.84	1.46	671.1	0.017825311942959002
큐브앤컴퍼니	2,205	10	+0.46%	500	672	N/A	-9.63	-39.36	3.09	144.1	
피제이전자	4,460	30	-0.67%	500	669	140	12.39	4.61	0.63	1,320.3	0.03139013452914798
코디엠	387	2	-0.51%	100	669	0	9.21	9.95	0.86	347.7	0.0
세명전기	4,380	50	+1.15%	500	668	80	31.29	4.87	0.96	838.6	0.0182648401826484
미래생명자원	3,575	430	-10.74%	100	668	N/A	61.64	3.55	2.12	1,529.8	
경남바이오파마	4,940	40	+0.82%	500	667	0	-32.08	-1.00	1.43	581.2	0.0
스카이이앤엠	2,275	15	+0.66%	100	666	0	-3.47	-22.22	2.40	1,190.7	0.0
핸디소프트	3,420	40	-1.16%	500	663	N/A	-4.85	-26.36	1.19	471.7	
네온테크	1,855	45	+2.49%	100	662	0	68.70	5.75	2.45	713.6	0.0
파워넷	4,990	215	+4.50%	1,000	662	0	11.39	10.78	1.12	344.3	0.0
삼기오토모티브	1,915	10	-0.52%	100	661	0	35.46	1.49	0.51	3,695.1	0.0
비엠티	8,100	90	+1.12%	500	660	150	8.84	7.81	0.91	1,657.0	0.018518518518518517
이스트소프트	6,660	80	+1.22%	500	659	N/A	-5.81	-36.66	1.62	132.6	
엘티씨	8,760	170	+1.98%	500	659	100	50.64	0.87	0.73	2,365.5	0.01141552511415525
상상인인더스트리	1,040	35	+3.48%	500	659	N/A	-4.54	N/A	2.53	-20.1	
러셀	2,070	45	+2.22%	100	658	25	14.08	11.52	1.47	1,201.5	0.012077294685990338
필로시스헬스케어	1,380	40	-2.82%	500	657	0	-2.13	-109.36	2.81	25.8	0.0
에버다임	3,665	0	0.00%	500	657	40	18.99	0.61	0.34	1,987.5	0.010914051841746248
디케이락	7,770	150	+1.97%	500	657	200	7.57	9.57	0.70	2,099.1	0.02574002574002574
싸이토젠	11,650	250	+2.19%	500	656	N/A	-14.51	-20.72	3.93	538.2	
우진비앤지	2,520	50	+2.02%	500	654	N/A	-6.67	-47.55	2.16	110.1	
서암기계공업	5,190	305	+6.24%	500	654	50	41.85	3.59	1.06	874.8	0.009633911368015413
정원엔시스	2,020	55	+2.80%	500	651	N/A	252.50	2.08	1.67	138.2	
아이크래프트	4,445	135	+3.13%	500	649	N/A	-58.49	-0.69	1.89	417.3	
쎄니트	1,915	5	+0.26%	500	648	30	30.89	2.95	0.89	374.1	0.015665796344647518
에스모	550	24	+4.56%	100	648	0	-0.85	-92.90	1.22	329.6	0.0
삼화네트웍스	1,500	5	-0.33%	200	648	0	35.71	2.08	1.69	352.9	0.0
우양	5,020	140	+2.87%	100	645	0	17.74	13.26	2.04	2,421.9	0.0
HRS	3,945	55	-1.37%	500	645	N/A	20.87	1.36	0.86	796.2	
오가닉티코스메틱	1,130	10	+0.89%	0	643	123	1.75	19.43	0.23	335.0	0.1088495575221239
조광ILI	6,490	80	+1.25%	500	642	N/A	43.85	6.40	1.14	911.2	
아이에이네트웍스	1,715	80	+4.89%	100	641	0	-6.40	-113.42	9.06	137.2	0.0
스페코	4,375	155	-3.42%	500	641	N/A	6.08	28.18	2.14	443.0	
큐로홀딩스	807	9	+1.13%	500	640	N/A	-9.38	-34.12	2.82	-21.0	
스맥	2,220	210	+10.45%	500	640	0	-4.40	-17.61	0.58	626.4	0.0
덕신하우징	1,455	15	+1.04%	100	638	N/A	58.20	2.05	0.78	2,053.5	
선익시스템	7,080	10	+0.14%	500	637	100	12.00	8.19	0.67	1,934.2	0.014124293785310734
세코닉스	5,380	190	+3.66%	500	635	50	-2.15	-14.76	0.63	1,856.6	0.00929368029739777
원익	3,485	105	+3.11%	500	634	N/A	-2.55	50.98	0.88	1,129.9	
헝셩그룹	792	10	+1.28%	0	634	N/A	1.95	12.56	0.23	298.7	
피씨디렉트	8,260	220	+2.74%	500	633	100	17.07	10.89	1.76	858.2	0.012106537530266344
윈팩	1,700	30	+1.80%	500	633	0	4.91	22.07	1.29	164.5	0.0
흥국에프엔비	1,725	45	+2.68%	100	633	30	15.97	8.57	0.97	1,916.0	0.017391304347826087
젬백스지오	858	5	+0.59%	500	631	0	-0.84	-68.98	0.83	90.7	0.0
W홀딩컴퍼니	279	1	-0.36%	100	630	0	-2.63	-20.04	0.65	387.1	0.0
심텍홀딩스	1,645	15	+0.92%	500	629	10	-41.12	-12.11	0.51	485.4	0.0060790273556231
인트로메딕	2,320	15	+0.65%	500	626	N/A	-2.65	-133.12	3.83	63.0	
서울전자통신	900	12	+1.35%	500	626	N/A	15.25	6.35	0.67	22.7	
블러썸엠앤씨	4,555	0	0.00%	500	625	0	-6.16	-12.02	0.90	1,221.6	0.0
TS인베스트먼트	2,665	185	+7.46%	500	625	25	13.26	N/A	1.86	201.8	0.009380863039399626
이상네트웍스	6,930	70	+1.02%	500	625	100	10.10	10.48	0.66	2,033.1	0.01443001443001443
유성티엔에스	2,295	45	+2.00%	500	625	15	2.67	11.61	0.27	1,364.3	0.006535947712418301
이건홀딩스	2,760	60	+2.22%	1,000	623	70	76.67	2.80	0.40	540.3	0.025362318840579712
로스웰	439	2	+0.46%	0	622	N/A	-73.17	1.19	0.23	68.8	
GV	1,370	20	-1.44%	500	622	N/A	-1.62	-91.08	1.30	43.4	
에스씨디	1,285	20	+1.58%	500	621	15	-28.56	-0.98	0.62	319.9	0.011673151750972763
네오크레마	8,500	230	+2.78%	500	621	N/A	51.83	N/A	1.64	936.5	
바른전자	1,210	0	0.00%	500	620	0	-1.41	-41.43	1.62	35.3	0.0
라이브파이낸셜	1,585	5	+0.32%	1,000	620	N/A	-3.81	-16.79	0.68	125.1	
이더블유케이	5,280	130	-2.40%	500	620	0	-30.17	-4.14	1.42	554.2	0.0
재영솔루텍	850	8	+0.95%	500	619	0	11.97	12.79	1.11	40.6	0.0
영우디에스피	1,840	30	+1.66%	500	619	0	3.71	-14.96	1.63	12.7	0.0
미래나노텍	2,555	55	+2.20%	500	618	N/A	75.15	0.56	0.32	1,413.0	
케이엘넷	2,560	140	+5.79%	500	618	60	21.51	10.41	1.62	251.5	0.0234375
코드네이처	2,050	60	+3.02%	500	618	0	-21.58	-20.98	3.00	57.8	0.0
EG	8,240	300	-3.51%	1,000	618	N/A	-33.77	-2.22	1.96	342.3	
메타바이오메드	2,585	65	+2.58%	500	617	10	18.87	6.48	1.13	362.5	0.0038684719535783366
디에이피	2,710	20	+0.74%	500	616	N/A	24.64	0.98	0.47	944.7	
플레이위드	14,450	350	+2.48%	500	616	0	6.12	81.43	4.46	791.5	0.0
화성밸브	5,910	50	+0.85%	500	615	N/A	23.64	4.33	0.84	1,297.1	
한양디지텍	5,420	150	+2.85%	500	612	0	-8.70	-36.78	1.53	512.7	0.0
동방선기	4,510	65	-1.42%	500	611	N/A	-51.25	-3.41	2.18	321.5	
포비스티앤씨	1,405	30	-2.09%	500	608	0	175.62	-3.42	0.92	232.1	0.0
인포바인	19,000	50	+0.26%	500	607	900	6.89	11.00	0.49	6,930.8	0.04736842105263158
한국팩키지	2,425	45	+1.89%	500	606	35	41.10	4.38	1.54	248.2	0.01443298969072165
트루윈	5,050	30	+0.60%	500	605	N/A	-20.53	-13.56	2.44	347.7	
인포뱅크	6,950	210	+3.12%	500	604	10	71.65	1.59	1.12	1,201.1	0.0014388489208633094
지와이커머스	2,465	0	0.00%	500	603	0	0.35	-210.70	4.79	-96.9	0.0
모바일리더	18,350	100	+0.55%	500	603	N/A	-22.11	-5.59	1.62	2,109.4	
코맥스	4,015	385	+10.61%	500	602	63	15.68	5.68	0.86	742.6	0.01569115815691158
아비코전자	4,515	110	+2.50%	500	600	70	-8.78	-4.76	0.60	1,375.1	0.015503875968992248
뉴로스	2,645	65	+2.52%	500	599	N/A	-3.37	-41.14	0.85	472.7	
쌍용정보통신	1,480	0	0.00%	1,000	599	N/A	1,480.00	2.96	1.38	9.5	
케이씨에스	4,990	100	+2.04%	500	599	220	35.14	14.10	3.22	236.5	0.04408817635270541
영화테크	11,200	400	+3.70%	500	599	50	-22.31	-3.20	1.28	1,692.2	0.004464285714285714
케이맥	1,635	60	+3.81%	100	597	0	-4.71	-21.99	1.29	1,107.0	0.0
율호	1,655	25	-1.49%	500	595	0	-413.75	N/A	2.48	27.0	0.0
현대통신	6,880	190	+2.84%	500	593	300	7.77	13.60	0.71	1,852.0	0.0436046511627907
이녹스	6,340	340	+5.67%	500	593	N/A	-4.68	-9.23	0.46	7,417.6	
액션스퀘어	1,430	30	+2.14%	500	591	0	-8.03	-56.74	2.89	-15.1	0.0
이트론	169	0	0.00%	200	591	N/A	-15.36	N/A	1.16	18.0	
금강철강	3,150	15	+0.48%	500	590	100	11.93	4.00	0.47	1,076.6	0.031746031746031744
효성오앤비	6,940	120	+1.76%	500	589	N/A	31.69	3.01	0.89	1,496.3	
기가레인	1,125	35	+3.21%	500	588	N/A	-1.39	-95.33	2.19	5.1	
푸드웰	5,880	100	+1.73%	500	588	100	1.93	50.19	0.74	1,476.8	0.017006802721088437
KMH하이텍	1,250	40	-3.10%	500	586	N/A	26.04	3.45	0.91	169.4	
스킨앤스킨	420	8	-1.87%	100	584	0	-7.92	-16.52	1.46	169.0	0.0
씨유메디칼	2,630	45	+1.74%	500	583	0	-10.87	-5.95	0.97	453.4	0.0
디지탈옵틱	637	18	-2.75%	500	583	N/A	-6.18	-6.83	1.08	55.8	
원익큐브	1,640	50	+3.14%	500	581	N/A	9.82	4.94	0.72	363.1	
투비소프트	1,820	85	-4.46%	500	579	0	-2.62	-37.85	1.03	295.5	0.0
매커스	3,560	40	+1.14%	500	575	100	11.67	9.11	0.84	674.3	0.028089887640449437
그리티	2,845	150	+5.57%	500	573	30	67.74	2.43	0.77	602.4	0.01054481546572935
휴네시온	5,960	180	+3.11%	500	573	35	31.87	7.80	2.40	395.7	0.00587248322147651
승일	9,310	350	+3.91%	500	571	N/A	-547.65	-0.42	0.39	4,563.9	
CNH	1,530	0	0.00%	2,500	569	30	3.70	15.27	0.53	20.0	0.0196078431372549
삼현철강	3,615	45	+1.26%	500	568	150	9.46	4.45	0.38	1,653.9	0.04149377593360996
디딤	1,530	35	+2.34%	100	566	N/A	40.26	4.24	1.66	842.9	
셀바스헬스케어	2,610	0	0.00%	500	566	N/A	-11.65	-17.18	2.34	92.7	
위지트	672	13	+1.97%	500	564	N/A	37.33	4.20	0.74	92.4	
제일제강	1,910	10	+0.53%	500	563	N/A	-12.48	-5.83	0.95	313.1	
대동스틸	5,630	50	+0.90%	500	563	30	79.30	0.51	0.94	1,158.4	0.0053285968028419185
대호피앤씨	770	14	+1.85%	500	563	N/A	-30.80	0.96	0.84	66.4	
이랜시스	2,080	25	-1.19%	100	563	40	50.73	5.78	2.19	977.2	0.019230769230769232
슈프리마에이치큐	5,370	120	+2.29%	500	562	N/A	7.13	5.79	0.34	4,323.9	
디이엔티	4,460	210	+4.94%	500	562	N/A	-11.09	-39.96	3.04	187.1	
뉴인텍	1,870	10	-0.53%	500	562	N/A	-71.92	-5.33	2.06	82.2	
파버나인	4,650	125	+2.76%	500	560	0	-6.93	-24.25	1.00	763.8	0.0
엠벤처투자	928	95	+11.40%	500	558	0	6.98	24.26	1.48	27.7	0.0
팬엔터테인먼트	4,060	30	+0.74%	500	558	N/A	30.30	2.41	1.15	473.4	
성도이엔지	3,600	80	+2.27%	500	557	50	-0.87	-37.95	0.38	1,723.7	0.013888888888888888
파인디지털	5,450	40	+0.74%	500	556	50	35.62	-0.14	0.56	1,748.9	0.009174311926605505
보라티알	8,230	330	+4.18%	500	556	150	47.03	6.26	1.01	1,540.3	0.018226002430133656
삼진	9,240	110	+1.20%	500	554	200	4.56	17.15	0.72	2,432.5	0.021645021645021644
윌링스	11,400	250	+2.24%	500	554	80	15.90	10.78	1.57	1,375.3	0.007017543859649123
중앙에너비스	8,900	50	+0.56%	500	554	160	80.91	N/A	0.93	1,583.2	0.017977528089887642
잉크테크	3,445	25	-0.72%	500	552	N/A	-18.04	-7.52	1.54	108.7	
코디	2,435	95	+4.06%	500	551	0	-6.41	-22.58	1.25	281.8	0.0
세중	3,040	185	+6.48%	500	551	N/A	25.33	2.73	0.67	870.1	
세보엠이씨	5,230	100	+1.95%	500	551	150	-5.17	-5.21	0.35	2,715.9	0.028680688336520075
한류타임즈	917	0	0.00%	500	549	0	-1.20	-184.06	5.86	-31.7	0.0
로고스바이오	15,250	300	+2.01%	500	548	N/A	146.63	0.56	2.59	1,065.6	
DSC인베스트먼트	3,000	110	+3.81%	500	547	N/A	8.60	18.82	1.50	306.4	
리노스	1,315	10	+0.77%	500	546	24	-14.78	-0.59	0.74	287.4	0.018250950570342206
대성미생물	14,350	50	+0.35%	500	545	85	18.88	8.37	1.53	1,746.9	0.005923344947735192
아세아텍	3,115	105	+3.49%	500	545	50	-24.72	0.50	0.53	910.4	0.016051364365971106
비에이치아이	2,090	190	+10.00%	500	543	N/A	-7.01	-19.22	0.76	159.5	
케이씨티	3,165	5	-0.16%	500	543	60	64.59	2.26	1.50	361.1	0.018957345971563982
나노브릭	11,900	300	+2.59%	1,000	543	N/A	-65.03	-9.96	3.92	210.3	
버킷스튜디오	1,715	30	+1.78%	500	542	N/A	-12.80	-10.48	1.29	214.6	
이라이콤	4,450	120	+2.77%	500	542	100	9.59	-0.28	0.26	3,163.0	0.02247191011235955
코렌	1,210	10	+0.83%	500	541	N/A	-7.16	-21.00	1.14	137.6	
NE능률	3,460	45	+1.32%	500	540	0	288.33	1.26	0.85	785.4	0.0
쎄미시스코	9,640	330	+3.54%	500	538	0	-9.73	-20.51	2.08	968.5	0.0
희림	3,865	20	+0.52%	500	538	150	15.97	7.01	0.95	802.1	0.03880983182406209
한일네트웍스	4,500	10	+0.22%	500	538	230	7.26	10.85	0.87	1,022.0	0.051111111111111114
한국바이오젠	6,600	60	+0.92%	200	537	50	-33.50	-7.66	2.07	1,477.5	0.007575757575757576
마이크로프랜드	4,950	550	+12.50%	500	536	N/A	-11.54	-10.64	1.29	660.3	
엔바이오니아	7,110	130	+1.86%	500	532	0	148.12	7.26	2.46	469.6	0.0
상보	1,140	50	-4.20%	500	532	N/A	-4.89	-42.03	1.70	45.4	
이노테라피	10,550	600	+6.03%	500	532	N/A	-14.99	-32.43	3.77	496.3	
소리바다	566	1	-0.18%	500	532	0	-2.30	-53.13	1.32	-13.9	0.0
동양파일	2,655	100	+3.91%	500	531	N/A	-3.63	-11.74	0.44	1,122.2	
케이엔제이	8,400	350	+4.35%	500	530	N/A	9.84	26.22	1.91	774.8	
조이맥스	6,220	260	+4.36%	500	529	N/A	-4.77	-92.94	7.20	328.5	
포시에스	6,700	110	+1.67%	500	528	119	13.21	3.79	0.97	1,288.9	0.017761194029850748
에프알텍	4,625	95	+2.10%	500	527	N/A	-84.09	-5.28	1.71	447.7	
삼영이엔씨	5,970	0	0.00%	500	525	N/A	-6.02	-11.79	0.68	1,608.7	
세원물산	6,280	0	0.00%	500	524	25	4.48	7.20	0.27	3,773.7	0.003980891719745223
서산	2,620	65	+2.54%	100	524	N/A	-33.59	-1.67	0.75	3,433.1	
내츄럴엔도텍	2,525	0	0.00%	500	522	N/A	-3.89	-49.68	2.48	159.6	
티엘아이	5,280	50	+0.96%	500	521	100	112.34	2.00	0.61	1,540.7	0.01893939393939394
성창오토텍	7,140	110	+1.56%	500	521	30	-238.00	-0.58	1.38	956.5	0.004201680672268907
손오공	1,935	75	+4.03%	500	520	N/A	-25.13	-8.59	2.12	83.6	
대성파인텍	1,660	135	+8.85%	100	520	N/A	26.77	2.33	0.94	1,625.6	
에이텍티앤	9,730	10	-0.10%	500	520	N/A	20.48	5.28	1.05	1,684.2	
엔시트론	375	0	0.00%	100	519	0	-4.87	-90.47	3.26	53.2	0.0
오리콤	4,435	105	+2.42%	1,000	519	220	10.39	7.36	0.64	475.0	0.0496054114994363
해성옵틱스	1,655	10	-0.60%	500	518	N/A	-3.14	-20.71	0.83	274.7	
우리로	1,925	15	+0.79%	500	517	0	-5.75	-26.37	1.71	137.2	0.0
네오펙트	4,305	10	-0.23%	500	517	N/A	-3.28	-77.93	4.19	124.4	
흥국	4,180	45	+1.09%	500	515	150	6.29	10.85	0.74	1,004.4	0.03588516746411483
미래테크놀로지	8,410	10	+0.12%	500	515	120	66.75	5.74	0.87	1,839.9	0.014268727705112961
오디텍	4,380	140	+3.30%	500	514	100	33.44	1.82	0.42	2,021.1	0.0228310502283105
버추얼텍	849	3	+0.35%	500	514	0	-7.93	-44.39	3.21	44.8	0.0
유신	17,100	150	-0.87%	5,000	513	N/A	-10.81	-7.30	0.63	442.5	
아스타	4,450	45	+1.02%	500	511	N/A	-4.68	-48.28	3.76	193.6	
에스피시스템스	6,270	320	+5.38%	100	511	20	35.03	5.22	1.51	3,962.0	0.003189792663476874
이글루시큐리티	4,640	160	+3.57%	500	510	140	19.91	4.26	0.89	884.5	0.03017241379310345
제이엠티	3,045	0	0.00%	500	510	50	22.07	1.74	0.89	547.5	0.016420361247947456
에이티세미콘	604	17	-2.74%	500	510	0	-4.41	-26.47	1.36	-19.7	0.0
우리바이오	1,135	35	+3.18%	500	510	N/A	13.51	5.00	0.51	298.1	
골든센츄리	321	1	+0.31%	0	510	0	1.36	14.99	0.18	784.3	0.0
한송네오텍	1,260	25	+2.02%	100	509	0	252.00	1.95	2.53	497.7	0.0
피제이메탈	2,050	10	+0.49%	500	508	100	34.17	5.19	1.32	226.8	0.04878048780487805
iMBC	2,200	5	+0.23%	500	506	N/A	21.78	4.17	0.97	352.9	
아우딘퓨쳐스	5,050	10	+0.20%	500	505	N/A	-2.72	N/A	1.46	630.2	
씨엔플러스	839	0	0.00%	100	504	N/A	-59.93	-4.71	3.78	118.6	
모헨즈	4,615	150	+3.36%	500	504	N/A	52.44	2.44	2.31	306.9	
자이글	3,720	170	+4.79%	500	503	N/A	-2.08	-44.68	0.99	702.9	
엑스큐어	6,820	40	-0.58%	500	502	N/A	38.97	5.68	2.15	530.0	
세종메디칼	7,410	160	+2.21%	500	502	100	15.83	7.76	1.06	1,305.8	0.01349527665317139
제룡산업	5,020	45	+0.90%	500	502	100	23.46	4.54	0.90	1,037.1	0.0199203187250996
티로보틱스	8,990	320	+3.69%	500	502	N/A	-10.36	-10.37	1.67	965.3	
우리이앤엘	1,005	35	-3.37%	500	501	N/A	9.14	8.26	0.78	150.7	
