종목명	현재가	전일비	등락률	액면가	시가총액	배당금	PER	ROE	PBR	유보율	배당율
코스모신소재	12,250	650	+5.60%	1,000	3,583	N/A	-52.13	-4.99	2.41	365.1	
송원산업	14,750	300	+2.08%	500	3,540	150	9.55	8.24	0.80	3,525.7	0.010169491525423728
TIGER 원유선물Enhanced(H)	1,795	80	+4.66%	0	3,536	N/A	N/A	N/A	N/A	N/A	
세아베스틸	9,820	100	+1.03%	5,000	3,522	300	15.64	0.93	0.19	702.5	0.03054989816700611
율촌화학	14,200	300	+2.16%	500	3,522	500	16.23	5.37	1.05	2,213.9	0.035211267605633804
한라홀딩스	33,150	1,400	+4.41%	5,000	3,471	2,000	8.46	4.69	0.39	1,647.9	0.06033182503770739
미원상사	69,600	200	-0.29%	500	3,459	654	11.29	14.74	1.58	3,246.2	0.009396551724137931
한일시멘트	83,100	2,100	+2.59%	5,000	3,444	4,700	8.08	4.62	0.39	4,182.8	0.056558363417569195
한솔제지	14,450	0	0.00%	5,000	3,439	600	6.55	6.92	0.57	368.9	0.04152249134948097
TIGER 코스닥150	11,440	480	+4.38%	0	3,430	N/A	N/A	N/A	N/A	N/A	
동성제약	13,150	250	+1.94%	1,000	3,428	N/A	-40.09	-13.15	4.43	180.1	
한국자산신탁	2,755	100	+3.77%	500	3,416	228	3.59	14.28	0.50	1,095.4	0.08275862068965517
LG헬로비전	4,410	55	+1.26%	2,500	3,415	75	-3.50	-9.40	0.36	391.3	0.017006802721088437
진원생명과학	10,300	300	-2.83%	1,000	3,411	0	-31.31	-28.50	8.10	-77.7	0.0
HANARO 단기통안채	102,610	0	0.00%	0	3,403	N/A	N/A	N/A	N/A	N/A	
동양	1,425	5	-0.35%	500	3,401	40	-712.50	-0.05	0.35	732.5	0.028070175438596492
일동제약	14,200	400	+2.90%	1,000	3,380	0	-16.53	-5.08	1.35	1,032.5	0.0
엔에스쇼핑	10,000	450	+4.71%	500	3,370	150	-53.76	-1.76	0.77	2,534.7	0.015
한국쉘석유	257,000	4,000	+1.58%	5,000	3,341	16,000	14.66	21.30	3.98	1,298.8	0.0622568093385214
신한알파리츠	7,000	70	-0.99%	1,000	3,334	138	31.82	1.07	1.34	439.9	0.019714285714285715
한독	23,850	350	+1.49%	500	3,283	275	11.93	10.78	0.98	4,987.0	0.011530398322851153
TIGER 200 IT	23,000	300	+1.32%	0	3,266	N/A	N/A	N/A	N/A	N/A	
퍼시스	28,200	100	-0.35%	1,000	3,243	1,000	10.19	7.86	0.60	3,408.2	0.03546099290780142
동화약품	11,600	50	+0.43%	1,000	3,240	120	32.95	3.15	1.07	980.2	0.010344827586206896
진에어	10,750	50	+0.47%	1,000	3,225	N/A	-2.40	-24.74	2.20	562.8	
신영증권우	45,450	550	+1.22%	5,000	3,206	N/A	8.53	N/A	0.33	N/A	
SMART 200TR	9,065	120	+1.34%	0	3,195	N/A	N/A	N/A	N/A	N/A	
삼호	21,050	350	-1.64%	5,000	3,195	400	2.69	23.04	0.63	503.5	0.019002375296912115
현대일렉트릭	8,850	580	+7.01%	5,000	3,190	N/A	-1.06	-34.08	0.45	262.9	
대원제약	15,750	450	+2.94%	500	3,188	253	11.03	14.05	1.53	2,012.4	0.016063492063492064
유나이티드제약	19,600	0	0.00%	500	3,181	330	9.55	12.79	1.11	3,312.6	0.01683673469387755
잇츠한불	14,250	200	+1.42%	500	3,125	100	-69.51	-1.11	0.61	3,669.9	0.007017543859649123
SBS	17,000	150	+0.89%	5,000	3,103	150	34.14	3.46	0.53	545.9	0.008823529411764706
현대에너지솔루션	27,450	300	+1.10%	5,000	3,074	N/A	9.85	N/A	0.96	467.6	
제일파마홀딩스	19,200	300	-1.54%	500	3,067	70	-3.48	-20.52	0.75	4,459.0	0.0036458333333333334
SK증권	645	7	+1.10%	500	3,048	10	9.77	5.62	0.53	140.9	0.015503875968992248
현대리바트	14,650	650	+4.64%	1,000	3,008	150	13.74	4.30	0.63	2,145.8	0.010238907849829351
조선내화	74,800	600	+0.81%	5,000	2,992	4,000	18.33	4.13	0.42	2,990.1	0.053475935828877004
진흥기업	2,055	15	-0.72%	500	2,989	N/A	20.35	23.08	3.03	24.3	
도화엔지니어링	8,860	90	+1.03%	500	2,988	250	13.28	6.94	1.18	1,447.7	0.028216704288939052
경인양행	7,240	140	+1.97%	500	2,962	50	21.55	6.57	1.36	970.8	0.006906077348066298
유진투자증권	3,055	190	+6.63%	5,000	2,959	70	7.15	5.36	0.37	46.9	0.022913256955810146
센트랄모텍	34,250	800	+2.39%	500	2,949	N/A	43.80	5.74	2.95	1,869.0	
삼성SDI우	182,000	1,500	+0.83%	5,000	2,945	N/A	43.16	N/A	1.01	N/A	
JW생명과학	18,500	900	+5.11%	2,500	2,929	500	13.36	18.92	2.39	209.7	0.02702702702702703
고려제강	14,600	200	+1.39%	1,000	2,920	350	29.26	0.73	0.21	7,018.2	0.023972602739726026
AK홀딩스	21,900	200	+0.92%	5,000	2,901	750	-5.01	3.38	0.37	1,149.5	0.03424657534246575
대상홀딩스	7,980	310	+4.04%	1,000	2,890	200	3.28	13.07	0.49	1,563.2	0.02506265664160401
세아홀딩스	71,400	1,100	+1.56%	5,000	2,856	2,250	7.13	1.58	0.14	9,736.4	0.031512605042016806
아세아제지	31,850	750	+2.41%	5,000	2,853	600	4.60	10.99	0.48	1,205.7	0.018838304552590265
웅진씽크빅	2,420	15	+0.62%	500	2,841	310	-1.92	-35.62	0.67	630.1	0.128099173553719
해성디에스	16,550	700	+4.42%	5,000	2,814	350	10.44	9.06	1.33	145.3	0.021148036253776436
팜스코	7,660	10	+0.13%	500	2,813	50	-11.07	-2.77	0.99	1,722.5	0.006527415143603133
한일홀딩스	46,850	100	-0.21%	5,000	2,808	2,300	20.33	1.38	0.28	6,579.6	0.04909284951974386
조광피혁	42,200	150	-0.35%	5,000	2,806	N/A	18.07	5.66	0.58	653.2	
휴비스	8,080	1,180	+17.10%	5,000	2,788	150	128.25	-0.07	0.67	141.0	0.018564356435643563
케이씨씨글라스	32,700	2,000	+6.51%	1,000	2,731	N/A	N/A	N/A	N/A	N/A	
경농	12,550	100	+0.80%	500	2,722	220	43.43	2.47	1.13	1,712.1	0.01752988047808765
CJ4우(전환)	63,900	500	+0.79%	5,000	2,701	N/A	6.14	N/A	0.46	N/A	
삼영무역	14,600	400	+2.82%	500	2,696	358	8.20	10.32	0.73	3,952.3	0.02452054794520548
한화손해보험	2,295	10	-0.43%	5,000	2,679	N/A	-4.05	-4.87	0.19	150.9	
삼천리	65,800	700	+1.08%	5,000	2,668	3,000	18.68	2.98	0.17	6,464.1	0.04559270516717325
신도리코	26,400	1,050	+4.14%	5,000	2,661	1,000	47.23	1.66	0.30	1,652.4	0.03787878787878788
금호산업	7,240	330	+4.78%	5,000	2,652	500	5.11	3.20	0.68	138.4	0.06906077348066299
코리아오토글라스	13,200	50	+0.38%	5,000	2,640	900	7.84	9.36	0.74	260.9	0.06818181818181818
현대차증권	8,950	70	+0.79%	5,000	2,626	600	3.85	7.93	0.35	410.5	0.0670391061452514
KBSTAR 코스피	20,655	340	+1.67%	0	2,623	N/A	N/A	N/A	N/A	N/A	
SBS미디어홀딩스	1,865	10	-0.53%	500	2,609	N/A	-3.70	-16.34	0.42	747.3	
태림포장	3,660	30	+0.83%	500	2,591	290	13.92	5.88	0.82	785.1	0.07923497267759563
환인제약	13,900	400	+2.96%	500	2,585	300	13.83	N/A	0.78	2,837.2	0.02158273381294964
케이씨	19,050	700	+3.81%	500	2,582	250	4.95	12.38	0.52	6,629.6	0.013123359580052493
디티알오토모티브	25,800	1,250	+5.09%	500	2,578	1,500	3.75	11.50	0.37	17,827.0	0.05813953488372093
삼성 인버스 2X 천연가스 선물 ETN	25,405	70	+0.28%	0	2,540	N/A	N/A	N/A	N/A	N/A	
모토닉	7,670	130	+1.72%	500	2,531	300	20.40	2.80	0.41	2,484.3	0.03911342894393742
교보증권	6,980	160	+2.35%	5,000	2,513	400	3.01	9.06	0.25	437.1	0.05730659025787966
모나리자	6,850	20	-0.29%	500	2,505	50	54.80	3.75	3.81	244.9	0.0072992700729927005
에이블씨엔씨	9,260	60	+0.65%	500	2,503	N/A	-13.10	-3.94	1.01	2,217.3	
삼양패키징	17,600	100	+0.57%	5,000	2,501	750	8.35	10.29	0.90	302.9	0.04261363636363636
E1	36,450	800	+2.24%	5,000	2,500	2,200	-12.62	-3.63	0.22	3,420.6	0.06035665294924554
삼익THK	11,850	350	+3.04%	500	2,488	150	85.87	1.74	1.32	1,701.7	0.012658227848101266
S&T홀딩스	15,150	350	+2.36%	500	2,470	500	3.24	8.78	0.29	9,308.4	0.033003300330033
아모레G3우(전환)	34,600	100	+0.29%	500	2,454	N/A	31.20	N/A	0.95	N/A	
한화3우B	10,900	100	-0.91%	5,000	2,449	N/A	9.08	N/A	0.23	N/A	
쌍용차	1,625	5	+0.31%	5,000	2,435	N/A	-0.48	-62.27	1.16	-46.5	
엘브이엠씨홀딩스	4,745	5	-0.11%	0	2,426	0	-4.67	-15.37	0.76	2,122.9	0.0
삼성제약	3,940	40	+1.03%	500	2,425	N/A	-20.63	5.02	1.73	295.9	
한솔테크닉스	7,540	260	+3.57%	5,000	2,421	N/A	17.14	2.79	0.85	77.2	
KPX케미칼	49,900	100	-0.20%	5,000	2,415	2,500	6.34	9.04	0.51	1,838.3	0.050100200400801605
코오롱글로벌	9,580	60	-0.62%	5,000	2,415	350	5.01	10.74	0.52	273.7	0.03653444676409186
인스코비	2,440	55	+2.31%	500	2,407	0	-8.97	-88.74	9.72	-44.4	0.0
선진	10,100	140	+1.41%	500	2,402	50	8.79	6.72	0.72	2,604.9	0.0049504950495049506
신세계푸드	61,800	1,600	+2.66%	5,000	2,393	750	-279.64	1.38	0.78	1,538.9	0.012135922330097087
신대양제지	59,100	1,200	+2.07%	5,000	2,382	625	4.15	14.26	0.55	1,977.3	0.010575296108291032
아세아시멘트	60,800	1,300	+2.18%	5,000	2,369	1,500	8.78	3.54	0.30	4,002.5	0.024671052631578948
신성이엔지	1,360	135	+11.02%	500	2,363	N/A	85.00	1.77	1.61	110.3	
해태제과식품	8,010	140	+1.78%	500	2,332	150	-7.52	-13.11	0.88	1,896.8	0.018726591760299626
이연제약	13,900	150	+1.09%	500	2,331	350	39.27	2.68	1.04	2,597.9	0.025179856115107913
KOSEF 국고채10년	126,935	195	-0.15%	0	2,323	N/A	N/A	N/A	N/A	N/A	
넥센	4,335	45	+1.05%	500	2,321	80	4.49	5.96	0.23	3,525.2	0.01845444059976932
신한 인버스 2X 천연가스 선물 ETN(H)	11,600	100	+0.87%	0	2,320	N/A	N/A	N/A	N/A	N/A	
한국화장품	14,350	300	+2.14%	500	2,306	N/A	-11.94	-39.16	6.99	317.7	
코스모화학	8,820	290	+3.40%	1,000	2,303	N/A	-12.84	-12.16	1.65	125.5	
IHQ	1,570	15	+0.96%	500	2,296	N/A	-3.17	-39.04	1.72	91.4	
국도화학	39,500	150	+0.38%	5,000	2,295	1,500	7.11	6.89	0.42	1,740.5	0.0379746835443038
대한제분	135,000	2,000	+1.50%	5,000	2,282	2,000	13.07	2.25	0.29	8,705.7	0.014814814814814815
광주신세계	142,500	500	+0.35%	5,000	2,280	3,500	4.78	7.44	0.34	8,184.2	0.02456140350877193
용평리조트	4,715	55	+1.18%	5,000	2,269	N/A	-13.79	-3.41	0.58	64.4	
하나 코스피 변동성추세 추종 양매도 ETN	9,020	0	0.00%	0	2,255	N/A	N/A	N/A	N/A	N/A	
코오롱	17,800	400	+2.30%	5,000	2,248	500	4.86	-2.61	0.38	867.2	0.028089887640449437
효성ITX	19,350	500	-2.52%	500	2,237	500	22.22	21.77	4.51	738.3	0.025839793281653745
신세계 I&C	130,000	4,000	-2.99%	5,000	2,236	2,000	14.49	5.44	1.07	2,288.6	0.015384615384615385
코리아써키트	9,430	410	+4.55%	500	2,227	N/A	22.72	0.21	0.76	2,336.1	
일성신약	83,600	200	+0.24%	5,000	2,224	750	32.23	2.01	0.37	3,145.9	0.008971291866028708
애경유화	6,920	20	-0.29%	500	2,217	350	5.74	8.62	0.60	2,196.6	0.05057803468208093
TIGER 미국나스닥100	52,655	415	+0.79%	0	2,212	N/A	N/A	N/A	N/A	N/A	
넥스트사이언스	6,930	410	+6.29%	500	2,204	0	-8.84	-30.34	2.42	441.5	0.0
대신증권우	8,470	130	+1.56%	5,000	2,202	N/A	7.76	N/A	0.29	N/A	
신성통상	1,530	170	+12.50%	500	2,199	N/A	-58.85	2.26	0.95	222.0	
KISCO홀딩스	11,850	400	+3.49%	1,000	2,189	280	5.19	5.58	0.22	3,409.2	0.02362869198312236
풍산홀딩스	27,900	350	+1.27%	5,000	2,186	1,400	12.23	3.39	0.26	1,596.1	0.05017921146953405
동부건설	9,930	20	+0.20%	5,000	2,172	700	2.96	15.30	0.53	437.4	0.07049345417925479
한국주철관	9,500	0	0.00%	500	2,166	200	21.54	2.54	0.76	2,117.7	0.021052631578947368
남양유업	299,000	500	-0.17%	5,000	2,153	1,000	-89.49	3.25	0.29	20,998.0	0.0033444816053511705
TIGER 차이나CSI300레버리지(합성)	19,090	950	+5.24%	0	2,138	N/A	N/A	N/A	N/A	N/A	
LS전선아시아	6,980	10	-0.14%	500	2,138	180	13.61	12.07	1.48	838.8	0.025787965616045846
삼성출판사	21,200	250	+1.19%	500	2,120	100	132.50	5.49	2.35	1,708.9	0.0047169811320754715
예스코홀딩스	35,100	550	+1.59%	5,000	2,106	1,750	12.02	3.61	0.27	1,907.0	0.04985754985754986
샘표식품	46,100	3,250	-6.59%	500	2,106	200	6.84	18.57	1.27	6,807.6	0.004338394793926247
한세예스24홀딩스	5,170	0	0.00%	500	2,068	250	147.71	7.58	0.78	1,555.2	0.048355899419729204
한국철강	4,470	70	+1.59%	1,000	2,058	200	10.59	2.65	0.28	1,473.5	0.0447427293064877
일진홀딩스	4,170	145	+3.60%	1,000	2,058	100	9.74	4.52	0.66	515.9	0.023980815347721823
TIGER 차이나CSI300	9,005	270	+3.09%	0	2,035	N/A	N/A	N/A	N/A	N/A	
이엔플러스	5,430	10	-0.18%	500	2,021	N/A	-6.56	-87.65	4.23	135.6	
부국증권	19,200	50	+0.26%	5,000	1,991	1,200	9.34	5.80	0.35	714.5	0.0625
에어부산	3,795	60	-1.56%	1,000	1,976	N/A	-1.45	-56.00	4.25	120.2	
한국금융지주우	33,700	900	+2.74%	5,000	1,974	N/A	2.46	N/A	0.39	N/A	
동아지질	17,050	0	0.00%	500	1,961	200	13.46	10.33	0.98	3,327.0	0.011730205278592375
무림P&P	3,140	110	+3.63%	2,500	1,958	175	-51.48	1.64	0.33	294.0	0.05573248407643312
현대상사	14,750	150	+1.03%	5,000	1,951	600	9.85	5.07	0.53	655.4	0.04067796610169491
세방	10,100	250	-2.42%	500	1,950	175	42.08	0.68	0.28	6,787.5	0.017326732673267328
ARIRANG 고배당주	8,970	165	+1.87%	0	1,946	N/A	N/A	N/A	N/A	N/A	
경보제약	8,110	70	+0.87%	500	1,939	100	37.72	3.55	1.31	1,149.3	0.012330456226880395
HANARO MSCI Korea TR	10,975	190	+1.76%	0	1,932	N/A	N/A	N/A	N/A	N/A	
일신석재	2,485	25	+1.02%	500	1,925	N/A	207.08	1.77	3.70	35.5	
KINDEX 베트남VN30(합성)	12,575	55	+0.44%	0	1,924	N/A	N/A	N/A	N/A	N/A	
대원강업	3,080	15	+0.49%	500	1,910	115	21.84	3.39	0.41	1,484.1	0.037337662337662336
대덕	6,630	50	-0.75%	500	1,896	300	9.48	6.38	1.38	2,553.0	0.04524886877828054
샘표	65,700	3,400	-4.92%	1,000	1,889	200	14.26	7.75	0.89	8,437.0	0.0030441400304414
토니모리	10,700	400	+3.88%	200	1,887	N/A	-14.94	-5.33	2.10	2,781.7	
QV 코스피 양매도 5% OTM ETN	9,420	80	-0.84%	0	1,884	N/A	N/A	N/A	N/A	N/A	
동성코퍼레이션	4,280	5	-0.12%	1,000	1,883	200	34.52	2.00	0.67	549.4	0.04672897196261682
KG케미칼	14,400	200	+1.41%	5,000	1,874	350	1.90	32.69	0.54	470.5	0.024305555555555556
KBSTAR 코스닥150	11,200	400	+3.70%	0	1,873	N/A	N/A	N/A	N/A	N/A	
KPX홀딩스	44,000	100	+0.23%	5,000	1,859	2,600	6.58	5.55	0.29	2,894.9	0.05909090909090909
KSS해운	7,940	220	+2.85%	500	1,841	270	7.87	8.79	0.61	2,206.6	0.03400503778337532
KINDEX 중국본토CSI300	23,580	600	+2.61%	0	1,839	N/A	N/A	N/A	N/A	N/A	
KINDEX 200TR	16,250	235	+1.47%	0	1,836	N/A	N/A	N/A	N/A	N/A	
세원셀론텍	2,985	55	-1.81%	500	1,821	N/A	-78.55	-3.31	1.01	291.0	
대한제강	7,380	10	-0.14%	1,000	1,819	200	6.38	6.73	0.35	1,872.4	0.02710027100271003
명문제약	6,980	30	+0.43%	500	1,809	0	-7.55	-24.55	2.56	288.4	0.0
S&T중공업	5,440	40	+0.74%	2,500	1,809	300	11.60	2.72	0.24	700.5	0.05514705882352941
성신양회	7,340	70	+0.96%	5,000	1,799	150	20.79	4.43	0.48	195.9	0.020435967302452316
무학	6,200	70	+1.14%	200	1,767	N/A	-3.36	4.64	0.37	8,943.9	
티웨이항공	3,760	30	-0.79%	500	1,766	N/A	-1.80	-20.85	1.15	695.7	
한국화장품제조	38,950	1,950	+5.27%	500	1,765	100	-121.72	-3.03	2.94	2,069.5	0.0025673940949935813
아세아	80,500	0	0.00%	5,000	1,764	1,750	3.67	6.37	0.20	11,553.6	0.021739130434782608
TRUE 인버스 2X 천연가스 선물 ETN(H)	35,145	340	+0.98%	0	1,757	N/A	N/A	N/A	N/A	N/A	
아시아나IDT	15,700	0	0.00%	500	1,743	500	94.01	-5.44	1.28	2,455.2	0.03184713375796178
유니퀘스트	6,370	130	+2.08%	500	1,735	150	10.22	12.68	0.79	1,470.4	0.023547880690737835
종근당바이오	31,600	900	+2.93%	2,500	1,734	191	13.93	N/A	1.07	1,127.7	0.006044303797468354
AJ네트웍스	3,685	60	-1.60%	1,000	1,725	300	-2.18	15.18	0.55	639.5	0.0814111261872456
대성홀딩스	10,700	550	-4.89%	1,000	1,722	250	12.78	3.24	0.41	2,673.6	0.02336448598130841
SIMPAC	2,595	25	+0.97%	500	1,698	60	17.90	2.17	0.36	1,298.7	0.023121387283236993
큐로	1,065	10	+0.95%	500	1,689	N/A	19.02	N/A	1.53	27.4	
KODEX 골드선물(H)	12,315	175	+1.44%	0	1,687	N/A	N/A	N/A	N/A	N/A	
한국패러랠	2,090	0	0.00%	0	1,672	N/A	N/A	N/A	N/A	N/A	
ARIRANG 단기유동성	111,900	5	0.00%	0	1,656	N/A	N/A	N/A	N/A	N/A	
CJ제일제당 우	124,500	0	0.00%	5,000	1,653	N/A	3.67	N/A	0.37	N/A	
TIGER 중국소비테마	6,655	75	+1.14%	0	1,649	N/A	N/A	N/A	N/A	N/A	
TIGER 글로벌4차산업혁신기술(합성 H)	12,735	175	+1.39%	0	1,643	N/A	N/A	N/A	N/A	N/A	
KBSTAR 코스닥150선물레버리지	9,710	785	+8.80%	0	1,642	N/A	N/A	N/A	N/A	N/A	
현대약품	5,130	60	+1.18%	500	1,642	45	190.00	1.19	1.62	567.2	0.008771929824561403
대한제당	18,250	50	-0.27%	2,500	1,637	675	11.90	3.22	0.36	1,397.1	0.036986301369863014
신일전자	2,300	90	+4.07%	500	1,634	20	29.49	6.32	2.39	99.0	0.008695652173913044
삼영전자	8,160	30	+0.37%	500	1,632	250	17.66	1.77	0.34	4,562.3	0.030637254901960783
신라교역	10,150	50	-0.49%	500	1,624	500	21.69	2.01	0.31	6,341.8	0.04926108374384237
삼양통상	54,000	300	+0.56%	5,000	1,620	1,000	4.06	14.22	0.47	2,143.7	0.018518518518518517
효성중공업	17,350	100	+0.58%	5,000	1,618	N/A	-3.24	1.45	0.19	1,910.7	
한신공영	13,950	50	-0.36%	5,000	1,614	350	2.20	15.21	0.31	710.0	0.025089605734767026
유니온머티리얼	3,820	305	-7.39%	500	1,604	50	37.82	2.83	1.85	308.6	0.013089005235602094
KBSTAR 단기통안채	103,860	10	+0.01%	0	1,604	N/A	N/A	N/A	N/A	N/A	
S-Oil우	39,850	950	+2.44%	2,500	1,603	N/A	-5.00	N/A	0.83	N/A	
DI동일	64,800	300	+0.47%	5,000	1,598	1,596	10.61	2.55	0.24	4,258.7	0.02462962962962963
세아제강	56,000	4,900	+9.59%	5,000	1,588	2,000	6.94	4.42	0.27	3,927.8	0.03571428571428571
HSD엔진	4,800	285	+6.31%	1,000	1,581	N/A	-6.82	-19.76	0.81	421.1	
아남전자	2,045	15	+0.74%	500	1,577	N/A	-92.95	0.78	2.68	44.9	
흥국화재	2,425	10	+0.41%	5,000	1,558	N/A	4.11	5.51	0.22	118.5	
STX엔진	6,770	340	+5.29%	2,500	1,558	N/A	13.22	8.89	0.79	18.6	
서원	3,275	10	+0.31%	500	1,555	10	34.11	3.06	1.43	217.9	0.0030534351145038168
삼성전기우	53,200	1,200	+2.31%	5,000	1,547	N/A	7.99	N/A	0.75	N/A	
신원	1,815	15	+0.83%	500	1,544	N/A	181.50	0.74	0.67	392.3	
